target_id,target_key,gene,uniprot,specified_pdb,specified_file_id,source_type,source_path,local_pdb,status,size_bytes
58,metz_058_ERBB4,ERBB4,Q15303,3U2P,58 Q15303_PDB_3U2P.ent,specified_download_partial,Datasets\Virtual screening\Metz_170_GPCNDTA\complete_filtered_remove_identity30_train_valid\structures_by_target\metz_058_ERBB4\metz_058_erbb4.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_058_ERBB4\metz_058_ERBB4.pdb,copied,664848
59,metz_059_MAP4K2,MAP4K2,Q12851,Q12851_AF_v2,59 Q12851_AF_v2.pdb,specified_download_partial,Datasets\Virtual screening\Metz_170_GPCNDTA\complete_filtered_remove_identity30_train_valid\structures_by_target\metz_059_MAP4K2\metz_059_map4k2.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_059_MAP4K2\metz_059_MAP4K2.pdb,copied,531278
60,metz_060_BLK,BLK,P51451,P51451_AF_v2,60 P51451_AF_v2.pdb,specified_download_partial,Datasets\Virtual screening\Metz_170_GPCNDTA\complete_filtered_remove_identity30_train_valid\structures_by_target\metz_060_BLK\metz_060_blk.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_060_BLK\metz_060_BLK.pdb,copied,336149
61,metz_061_MINK,MINK,Q8N4C8,Q8N4C8_AF_v2,61 Q8N4C8_AF_v2.pdb,specified_download_partial,Datasets\Virtual screening\Metz_170_GPCNDTA\complete_filtered_remove_identity30_train_valid\structures_by_target\metz_061_MINK\metz_061_mink.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_061_MINK\metz_061_MINK.pdb,copied,866294
62,metz_062_DCAMKL1,DCAMKL1,O15075,O15075_AF_v2,62 O15075_AF_v2.pdb,specified_download_partial,Datasets\Virtual screening\Metz_170_GPCNDTA\complete_filtered_remove_identity30_train_valid\structures_by_target\metz_062_DCAMKL1\metz_062_dcamkl1.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_062_DCAMKL1\metz_062_DCAMKL1.pdb,copied,477008
63,metz_063_LYN,LYN,P07948,5XY1,63 P07948_PDB_5XY1.ent,specified_download_partial,Datasets\Virtual screening\Metz_170_GPCNDTA\complete_filtered_remove_identity30_train_valid\structures_by_target\metz_063_LYN\metz_063_lyn.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_063_LYN\metz_063_LYN.pdb,copied,203391
64,metz_064_CHEK1,CHEK1,O14757,2QHN,64 O14757_PDB_2QHN.ent,specified_download_partial,Datasets\Virtual screening\Metz_170_GPCNDTA\complete_filtered_remove_identity30_train_valid\structures_by_target\metz_064_CHEK1\metz_064_chek1.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_064_CHEK1\metz_064_CHEK1.pdb,copied,233847
65,metz_065_FYN,FYN,P06241,P06241_AF_v2,65 P06241_AF_v2.pdb,specified_download_partial,Datasets\Virtual screening\Metz_170_GPCNDTA\complete_filtered_remove_identity30_train_valid\structures_by_target\metz_065_FYN\metz_065_fyn.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_065_FYN\metz_065_FYN.pdb,copied,353969
66,metz_066_RPS6KA3,RPS6KA3,P51812,	4D9U,66 P51812_PDB_4D9U.ent,specified_download_partial,Datasets\Virtual screening\Metz_170_GPCNDTA\complete_filtered_remove_identity30_train_valid\structures_by_target\metz_066_RPS6KA3\metz_066_rps6ka3.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_066_RPS6KA3\metz_066_RPS6KA3.pdb,copied,444771
67,metz_067_PDPK1,PDPK1,O15530,3QD0,67 O15530_PDB_3QD0.ent,specified_download_partial,Datasets\Virtual screening\Metz_170_GPCNDTA\complete_filtered_remove_identity30_train_valid\structures_by_target\metz_067_PDPK1\metz_067_pdpk1.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_067_PDPK1\metz_067_PDPK1.pdb,copied,241623
68,metz_068_STK22D,STK22D,Q9BXA7,Q9BXA7_AF_v2,68 Q9BXA7_AF_v2.pdb,specified_download_partial,Datasets\Virtual screening\Metz_170_GPCNDTA\complete_filtered_remove_identity30_train_valid\structures_by_target\metz_068_STK22D\metz_068_stk22d.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_068_STK22D\metz_068_STK22D.pdb,copied,242756
69,metz_069_DYRK4,DYRK4,Q9NR20,Q9NR20_AF_v2,69 Q9NR20_AF_v2.pdb,specified_download_partial,Datasets\Virtual screening\Metz_170_GPCNDTA\complete_filtered_remove_identity30_train_valid\structures_by_target\metz_069_DYRK4\metz_069_dyrk4.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_069_DYRK4\metz_069_DYRK4.pdb,copied,347408
70,metz_070_FGFR1,FGFR1,P11362,3GQI,70 P11362_PDB_3GQI.ent,specified_download_partial,Datasets\Virtual screening\Metz_170_GPCNDTA\complete_filtered_remove_identity30_train_valid\structures_by_target\metz_070_FGFR1\metz_070_fgfr1.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_070_FGFR1\metz_070_FGFR1.pdb,copied,408969
71,metz_071_NTRK3,NTRK3,Q16288,6KZD,71 Q16288_PDB_6KZD.ent,specified_download_partial,Datasets\Virtual screening\Metz_170_GPCNDTA\complete_filtered_remove_identity30_train_valid\structures_by_target\metz_071_NTRK3\metz_071_ntrk3.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_071_NTRK3\metz_071_NTRK3.pdb,copied,444366
72,metz_072_EGFR,EGFR,P00533,1XKK,72 P00533_PDB_1XKK.ent,specified_download_partial,Datasets\Virtual screening\Metz_170_GPCNDTA\complete_filtered_remove_identity30_train_valid\structures_by_target\metz_072_EGFR\metz_072_egfr.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_072_EGFR\metz_072_EGFR.pdb,copied,236196
73,metz_073_MARK3,MARK3,P27448,P27448_AF_v2,73 P27448_AF_v2.pdb,specified_download_partial,Datasets\Virtual screening\Metz_170_GPCNDTA\complete_filtered_remove_identity30_train_valid\structures_by_target\metz_073_MARK3\metz_073_mark3.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_073_MARK3\metz_073_MARK3.pdb,copied,488753
74,metz_074_HIPK2,HIPK2,Q9H2X6,6P5S,74 Q9H2X6_PDB_6P5S.ent,specified_download_partial,Datasets\Virtual screening\Metz_170_GPCNDTA\complete_filtered_remove_identity30_train_valid\structures_by_target\metz_074_HIPK2\metz_074_hipk2.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_074_HIPK2\metz_074_HIPK2.pdb,copied,479925
75,metz_075_DYRK3,DYRK3,O43781,5Y86,75 O43781_PDB_5Y86.ent,specified_download_partial,Datasets\Virtual screening\Metz_170_GPCNDTA\complete_filtered_remove_identity30_train_valid\structures_by_target\metz_075_DYRK3\metz_075_dyrk3.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_075_DYRK3\metz_075_DYRK3.pdb,copied,367335
76,metz_076_FER,FER,P16591,P16591_AF_v2,76 P16591_AF_v2.pdb,specified_download_partial,Datasets\Virtual screening\Metz_170_GPCNDTA\complete_filtered_remove_identity30_train_valid\structures_by_target\metz_076_FER\metz_076_fer.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_076_FER\metz_076_FER.pdb,copied,546749
77,metz_077_MAPKAPK3,MAPKAPK3,Q16644,3FHR,77 Q16644_PDB_3FHR.ent,specified_download_partial,Datasets\Virtual screening\Metz_170_GPCNDTA\complete_filtered_remove_identity30_train_valid\structures_by_target\metz_077_MAPKAPK3\metz_077_mapkapk3.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_077_MAPKAPK3\metz_077_MAPKAPK3.pdb,copied,232713
78,metz_078_BTK,BTK,Q06187,6VXQ,78 Q06187_PDB_6VXQ.ent,specified_download_partial,Datasets\Virtual screening\Metz_170_GPCNDTA\complete_filtered_remove_identity30_train_valid\structures_by_target\metz_078_BTK\metz_078_btk.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_078_BTK\metz_078_BTK.pdb,copied,402975
79,metz_079_CSNK1A1,CSNK1A1,P48729,6GZD,79 P48729_PDB_6GZD.ent,specified_download_partial,Datasets\Virtual screening\Metz_170_GPCNDTA\complete_filtered_remove_identity30_train_valid\structures_by_target\metz_079_CSNK1A1\metz_079_csnk1a1.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_079_CSNK1A1\metz_079_CSNK1A1.pdb,copied,296946
80,metz_080_MAP4K4,MAP4K4,G5E948,G5E948_AF_v2,80 G5E948_AF_v2.pdb,specified_download_partial,Datasets\Virtual screening\Metz_170_GPCNDTA\complete_filtered_remove_identity30_train_valid\structures_by_target\metz_080_MAP4K4\metz_080_map4k4.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_080_MAP4K4\metz_080_MAP4K4.pdb,copied,816074
81,metz_081_NTRK1,NTRK1,P04629,5H3Q,81 P04629_PDB_5H3Q.ent,specified_download_partial,Datasets\Virtual screening\Metz_170_GPCNDTA\complete_filtered_remove_identity30_train_valid\structures_by_target\metz_081_NTRK1\metz_081_ntrk1.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_081_NTRK1\metz_081_NTRK1.pdb,copied,252963
82,metz_082_PLK1,PLK1,P53350,2OWB,82 P53350_PDB_2OWB.ent,specified_download_partial,Datasets\Virtual screening\Metz_170_GPCNDTA\complete_filtered_remove_identity30_train_valid\structures_by_target\metz_082_PLK1\metz_082_plk1.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_082_PLK1\metz_082_PLK1.pdb,copied,260901
83,metz_083_SGK,SGK,O00141,2R5T,83 O00141_PDB_2R5T.ent,specified_download_partial,Datasets\Virtual screening\Metz_170_GPCNDTA\complete_filtered_remove_identity30_train_valid\structures_by_target\metz_083_SGK\metz_083_sgk.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_083_SGK\metz_083_SGK.pdb,copied,458136
84,metz_084_MAPK1,MAPK1,P28482,6SLG,84 P28482_PDB_6SLG.ent,specified_download_partial,Datasets\Virtual screening\Metz_170_GPCNDTA\complete_filtered_remove_identity30_train_valid\structures_by_target\metz_084_MAPK1\metz_084_mapk1.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_084_MAPK1\metz_084_MAPK1.pdb,copied,500823
85,metz_085_RPS6KB1,RPS6KB1,P23443,3WF7,85 P23443_PDB_3WF7.ent,specified_download_partial,Datasets\Virtual screening\Metz_170_GPCNDTA\complete_filtered_remove_identity30_train_valid\structures_by_target\metz_085_RPS6KB1\metz_085_rps6kb1.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_085_RPS6KB1\metz_085_RPS6KB1.pdb,copied,441531
86,metz_086_IGF1R,IGF1R,P08069,2OJ9,86 P08069_PDB_2OJ9.ent,specified_download_partial,Datasets\Virtual screening\Metz_170_GPCNDTA\complete_filtered_remove_identity30_train_valid\structures_by_target\metz_086_IGF1R\metz_086_igf1r.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_086_IGF1R\metz_086_IGF1R.pdb,copied,244215
87,metz_087_PRKCN,PRKCN,O94806,O94806_AF_v2,87 O94806_AF_v2.pdb,specified_download_partial,Datasets\Virtual screening\Metz_170_GPCNDTA\complete_filtered_remove_identity30_train_valid\structures_by_target\metz_087_PRKCN\metz_087_prkcn.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_087_PRKCN\metz_087_PRKCN.pdb,copied,580607
88,metz_088_CLK4,CLK4,Q9HAZ1,Q9HAZ1_AF_v2,88 Q9HAZ1_AF_v2.pdb,specified_download_partial,Datasets\Virtual screening\Metz_170_GPCNDTA\complete_filtered_remove_identity30_train_valid\structures_by_target\metz_088_CLK4\metz_088_clk4.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_088_CLK4\metz_088_CLK4.pdb,copied,334610
89,metz_089_CDK7,CDK7,P50613,P50613_AF_v2,89 P50613_AF_v2.pdb,previous_auto_candidate,Datasets\structure_audit\structures_auto\Metz\CDK7\8P79.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_089_CDK7\metz_089_CDK7.pdb,copied,463482
90,metz_090_LTK,LTK,P29376,7NX1,90 P29376_PDB_7NX1.ent,previous_auto_candidate,Datasets\structure_audit\structures_auto\Metz\LTK\7NX1.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_090_LTK\metz_090_LTK.pdb,copied,550071
91,metz_091_MAP2K1,MAP2K1,Q02750,3EQC,91 Q02750_PDB_3EQC.ent,previous_auto_candidate,Datasets\structure_audit\structures_auto\Metz\MAP2K1\7B7R.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_091_MAP2K1\metz_091_MAP2K1.pdb,copied,870912
92,metz_092_PIM1,PIM1,P11309 ,5N4V,92 P11309_PDB_5N4V.ent,previous_auto_candidate,Datasets\structure_audit\structures_auto\Metz\PIM1\3A99.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_092_PIM1\metz_092_PIM1.pdb,copied,245997
93,metz_093_PRKCQ,PRKCQ,Q04759,1XJD,93 Q04759_PDB_1XJD.ent,previous_auto_candidate,Datasets\structure_audit\structures_auto\Metz\PRKCQ\1XJD.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_093_PRKCQ\metz_093_PRKCQ.pdb,copied,244782
94,metz_094_TBK1,TBK1,Q9UHD2,4IM0,94 Q9UHD2_PDB_4IM0.ent,previous_auto_candidate,Datasets\structure_audit\structures_auto\Metz\TBK1\5EP6.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_094_TBK1\metz_094_TBK1.pdb,copied,295812
95,metz_095_TYK2,TYK2,P29597,4OLI,95 P29597_PDB_4OLI.ent,previous_auto_candidate,Datasets\structure_audit\structures_auto\Metz\TYK2\3LXP.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_095_TYK2\metz_095_TYK2.pdb,copied,244215
96,metz_096_CDK2,CDK2,P24941,	6Q4H,96 P24941_PDB_6Q4H.ent,previous_auto_candidate,Datasets\structure_audit\structures_auto\Metz\CDK2\6Q4G.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_096_CDK2\metz_096_CDK2.pdb,copied,452304
97,metz_097_IRAK4,IRAK4,Q9NWZ3,Q9NWZ3_AF_v2,97 Q9NWZ3_AF_v2.pdb,previous_auto_candidate,Datasets\structure_audit\structures_auto\Metz\IRAK4\6EGE.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_097_IRAK4\metz_097_IRAK4.pdb,copied,1200258
98,metz_098_DYRK1A,DYRK1A,Q13627,6S14,98 Q13627_PDB_6S14.ent,previous_auto_candidate,Datasets\structure_audit\structures_auto\Metz\DYRK1A\6S14.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_098_DYRK1A\metz_098_DYRK1A.pdb,copied,780030
99,metz_099_STK3,STK3,Q13188,6AO5,99 Q13188_PDB_6AO5.ent,previous_auto_candidate,Datasets\structure_audit\structures_auto\Metz\STK3\3A7I.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_099_STK3\metz_099_STK3.pdb,copied,256041
100,metz_100_PRKD2,PRKD2,Q9BZL6,Q9BZL6_AF_v2,100 Q9BZL6_AF_v2.pdb,previous_auto_candidate,Datasets\structure_audit\structures_auto\Metz\PRKD2\3BGM.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_100_PRKD2\metz_100_PRKD2.pdb,copied,332019
101,metz_101_SLK,SLK,Q9H2G2 ,6HVD,101 Q9H2G2_PDB_6HVD.ent,previous_auto_candidate,Datasets\structure_audit\structures_auto\Metz\SLK\6HVD.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_101_SLK\metz_101_SLK.pdb,copied,613656
102,metz_102_PRKG2,PRKG2,Q13237 ,Q13237_AF_v2,102 Q13237_AF_v2.pdb,previous_auto_candidate,Datasets\structure_audit\structures_auto\Metz\PRKG2\5JIX.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_102_PRKG2\metz_102_PRKG2.pdb,copied,368388
103,metz_103_CHEK2,CHEK2,O96017 ,	2YCF,103 O96017_PDB_2YCF.ent,previous_auto_candidate,Datasets\structure_audit\structures_auto\Metz\CHEK2\3VA4.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_103_CHEK2\metz_103_CHEK2.pdb,copied,361341
104,metz_104_PRKCI,PRKCI,Q5R4K9 ,Q5R4K9_AF_v2,104 Q5R4K9_AF_v2.pdb,previous_auto_candidate,Datasets\structure_audit\structures_auto\Metz\PRKCI\1WMH.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_104_PRKCI\metz_104_PRKCI.pdb,copied,154143
105,metz_105_PRKG1,PRKG1,Q13976,	6C0T,105 Q13976_PDB_6C0T.ent,previous_auto_candidate,Datasets\structure_audit\structures_auto\Metz\PRKG1\7MBJ.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_105_PRKG1\metz_105_PRKG1.pdb,copied,423225
106,metz_106_NEK2,NEK2,P51955,P51955_AF_v2,106 P51955_AF_v2.pdb,previous_auto_candidate,Datasets\structure_audit\structures_auto\Metz\NEK2\2W5A.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_106_NEK2\metz_106_NEK2.pdb,copied,455382
107,metz_107_CDC2,CDC2,P06493,6GU2,107 P06493_PDB_6GU2.ent,previous_auto_candidate,Datasets\structure_audit\structures_auto\Metz\CDC2\6GU2.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_107_CDC2\metz_107_CDC2.pdb,copied,479925
108,metz_108_CDK8,CDK8,P49336,4F6U,108 P49336_PDB_4F6U.ent,previous_auto_candidate,Datasets\structure_audit\structures_auto\Metz\CDK8\5XS2.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_108_CDK8\metz_108_CDK8.pdb,copied,480816
109,metz_109_MAPK8,MAPK8,P45983,2XRW,109 P45983_PDB_2XRW.ent,previous_auto_candidate,Datasets\structure_audit\structures_auto\Metz\MAPK8\2XRW.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_109_MAPK8\metz_109_MAPK8.pdb,copied,576558
110,metz_110_FLT3,FLT3,P36888,	1RJB,110 P36888_PDB_1RJB.ent,previous_auto_candidate,Datasets\structure_audit\structures_auto\Metz\FLT3\1RJB.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_110_FLT3\metz_110_FLT3.pdb,copied,259686
111,metz_111_ZAK,ZAK,Q9NYL2,5X5O,111 Q9NYL2_PDB_5X5O.ent,previous_auto_candidate,Datasets\structure_audit\structures_auto\Metz\ZAK\5X5O.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_111_ZAK\metz_111_ZAK.pdb,copied,238383
112,metz_112_MARK2,MARK2,Q7KZI7 ,Q7KZI7_AF_v2,112 Q7KZI7_AF_v2.pdb,previous_auto_candidate,Datasets\structure_audit\structures_auto\Metz\MARK2\8TXY.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_112_MARK2\metz_112_MARK2.pdb,copied,475470
113,metz_113_CSNK2A1,CSNK2A1,P68400 ,	6YZH,113 P68400_PDB_6YZH.ent,previous_auto_candidate,Datasets\structure_audit\structures_auto\Metz\CSNK2A1\3WAR.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_113_CSNK2A1\metz_113_CSNK2A1.pdb,copied,603450
114,metz_114_HIPK4,HIPK4,Q8NE63,Q8NE63_AF_v2,114 Q8NE63_AF_v2.pdb,previous_auto_candidate,Datasets\structure_audit\structures_auto\Metz\HIPK4\AF-Q8NE63-F1-model_v6.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_114_HIPK4\metz_114_HIPK4.pdb,copied,403622
115,metz_115_FGFR3,FGFR3,P22607,4K33,115 P22607_PDB_4K33.ent,previous_auto_candidate,Datasets\structure_audit\structures_auto\Metz\FGFR3\8UDU.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_115_FGFR3\metz_115_FGFR3.pdb,copied,1178307
116,metz_116_AXL,AXL,P30530,P30530_AF_v2,116 P30530_AF_v2.pdb,previous_auto_candidate,Datasets\structure_audit\structures_auto\Metz\AXL\5VXZ.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_116_AXL\metz_116_AXL.pdb,copied,1301913
117,metz_117_LIMK1,LIMK1,P53667 ,	7ATS,117 P53667_PDB_7ATS.ent,previous_auto_candidate,Datasets\structure_audit\structures_auto\Metz\LIMK1\3S95.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_117_LIMK1\metz_117_LIMK1.pdb,copied,912789
118,metz_118_STK12,STK12,Q96GD4 ,Q96GD4_AF_v2,118 Q96GD4_AF_v2.pdb,previous_auto_candidate,Datasets\structure_audit\structures_auto\Metz\STK12\4AF3.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_118_STK12\metz_118_STK12.pdb,copied,437886
119,metz_119_LRRK2,LRRK2,Q5S007,Q5S007_AF_v2,119 Q5S007_AF_v2.pdb,previous_auto_candidate,Datasets\structure_audit\structures_auto\Metz\LRRK2\5MY9.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_119_LRRK2\metz_119_LRRK2.pdb,copied,240084
